,47,93,99,159
1959,0.04487355747198267,0.07814335708036496,0.04752322626338375,0.035000833229179684
1960,0.03988747579885966,0.08505146627826426,0.04928373505746106,0.03331875344144656
1961,0.04225471288619293,0.09080499557694738,0.05440299778572645,0.02618996598919786
1962,0.041602857827335554,0.09647391090314905,0.05745170997581076,0.023460425378784434
1963,0.029952804573945415,0.11246899070178061,0.06105619255819855,0.026682782003154965
1964,0.029753036619744357,0.11704725788238177,0.0661462408791605,0.021221952660054624
1965,0.021496747351924316,0.13498678527338337,0.08356653968576276,0.01912706118953061
1966,0.020970860104722187,0.13756897440075394,0.08221660494017448,0.013688088181541944
1967,0.019080563322822732,0.14563165588692747,0.07856390076407245,0.008576691965765475
1968,0.01859344101980502,0.1486782949593904,0.080691293492512,0.005802607495359212
1969,0.01703542164659674,0.15329993177866946,0.083286612376041,0.005474473590171098
1970,0.016264985113137016,0.1571761386799581,0.084051825776019,0.002939644538811168
1971,0.01626687010075988,0.1593171814663541,0.08829882525382832,0.002059341610700862
1972,0.015332017334305665,0.1638041592275002,0.08829138062547673,0.0013914384623766776
1973,0.014514211295264826,0.1629894309093869,0.08953023287442585,0.0010684487196130918
1974,0.01501577507320245,0.15948533550940613,0.09084849384052121,0.0011607661056297156
1975,0.013735258318667039,0.1613083293583565,0.09076414132276264,0.0009611905192690429
1976,0.01294233306233035,0.16005544255327334,0.09298271014459004,0.000811996488773288
1977,0.012415317399126189,0.16038961706502183,0.09502235929067078,0.0006661526599845798
1978,0.012151121758284832,0.15769875100729422,0.0963916714360028,0.0006046371499489707
1979,0.011367433305971168,0.16176724339991683,0.0995021947913477,0.0006393370842438816
1980,0.010712495637791896,0.1594576131776746,0.09822753475184597,0.0007147595372945314
1981,0.010758435741497317,0.15892097159618795,0.10404655936968772,0.000991962869348956
1982,0.011138088204530038,0.15669711626845517,0.10735650545916352,0.0008494614794576125
1983,0.010563011382661623,0.1578823031555507,0.10746148773708743,0.0007847278001121627
1984,0.009655164382351885,0.15856829119409024,0.11042251170139156,0.0009112673992389607
1985,0.009408502147519362,0.1565867728267539,0.11162655870288864,0.0009778580849634994
1986,0.009950645957323269,0.14792837442714057,0.11699500238475416,0.0009072434315575555
1987,0.009815003551684734,0.1420818019910024,0.11912144702842377,0.0010016780423525535
1988,0.009966171889839599,0.13068783823992816,0.12152756809814873,0.001168228147051816
